element_type,osmid,name,tourism,geometry,access,barrier,bicycle,foot,horse,historic,name:en,ruins,start_date,website,wikidata,wikipedia,description,note,amenity,building,denomination,religion,wheelchair,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,contact:phone,fee,man_made,tower:type,entrance,source,source:date,url,castle_type,attraction,memorial,leisure,sport,natural,disused:natural,archaeological_site,opening_hours,site_type,nodes,email,hearing_loop,height,phone,roof:height,roof:shape,url:miserend,alt_name,ele,name:nl,name:tr,area,highway,surface,landuse,heritage,addr:suburb,architect,animal,ways,dog,name:de,type,locomotive:type,ref,waterway,inscription,survey:date,aerialway,is_in,addr:conscriptionnumber,addr:housename,addr:province,architect:wikipedia,building:levels,url:mma,url:muemlekem,url:viztorony,place,reservation,closest_town,contact:appstore,contact:email,contact:facebook,contact:googleplay,contact:press,contact:radio,contact:soundcloud,contact:youtube,contact:youtube2,official_name,operator,historic:civilization,check_date,display,material,support,visibility,artist_name,description:de,description:en,denotation,leaf_cycle,leaf_type,addr:place,mapillary,name:hu,image,fixme,service_times,url:gc,addr:district,url:geocaching,layer,tunnel,bridge,building:part,observatory:type,roof:colour,source:name,FIXME,intermittent,genus,species,smoking,age,species:hu,url:blog,postal_code,surveillance,surveillance:type,telescope:diameter,telescope:type,video,wall,addr:hamlet,old_name,geological,disused:man_made,contact:website,operator:type,wheelchair:description,name:sk,drinking_water,toilets:disposal,building:colour,location,military,bunker_type,building:architecture,geocaching,local_name,stop_date,description:hu,url:tuhu,contact:mobile,smoothness,date,check_date:opening_hours,contact:instagram,contact:phone_1,opening_hours:url,payment:maestro,payment:mastercard,payment:visa,name:pl,payment:debit_cards,fortification_type,toilets:wheelchair,social_facility,social_facility:for,url:muemlekem.hu,bridge:structure,admin_level,charge,url:műemlékem,capacity,disused:tourism,facebook,url:visegrad,source:geometry,building:condition,url:varak,created_by,contact:foursquare,contact:tripadvisor,cuisine,ref:google,name:es,name:ko,name:ru,name:it,club,free_refill,free_refill_note,live_music,music,outdoor_seating,artwork_type,cave:features,cave:ref,disused,name:ro,name:zh,circumference,diameter_crown,species:ru,protect_class,wikimedia_commons,level,tomb,camera:type,internet_access,internet_access:fee,loc_name,public_transport,railway,railway:name:VPE,railway:ref,railway:ref:DB,train,uic_name,uic_ref,url:turistautak,url:iho,url:kozterkep,remark,operator:de,operator:en,operator:fr,operator:hr,operator:it,operator:ro,operator:sk,operator:sr,seamark:rock:water_level,seamark:type,barometer,hygrometer,thermometer,abandoned:building,abandoned:military,protection_title,taxon,historic:period,url:biatorbágy,url:ertektar,collection,name:ja,aeroway,aircraft:type,razed:tourism,brand,theatre:genre,name:eo,name:fr,zoo,aircraft:model,construction_date,name:cs,name:pt,source:height,official_name:de,alt_name:de,alt_name:en,architect:wikidata,status,internet_access:ssid,old_name:1958-1999,roof:levels,name:el,contact:twitter,garden:type,building:material,building:min_level,name:he,name:uk,name:af,name:an,name:bg,name:ca,name:da,name:eu,name:fi,name:hy,name:id,name:mk,name:sl,name:sr,name:sr-Latn,name:sv,url:ef,url:ertekletar,alt_name:cs,int_name,opening_hours_1,phone:mobile,url:historicgarden,url:2,diocese,name:etymology:wikidata,wheelchair:description:de,url:limes_pannonia,addr:subdistrict,url:BME,url:regitemplomok,url:tok,building:cladding,headframe,resource,cutline,xmas:feature,church,delivery,payment:american_express,payment:amex,payment:cards,payment:cash,payment:coins,payment:electronic_purses,payment:visa_electron,takeaway,species:wikidata,contact:webcam,government,office,short_name,fax,bath:type,telecom,boat,water,lit,url:velenceito,accuracy,ref:hu_geocaching,url:egkep,pump,conscriptionnumber,url:kastelyok,tower:construction,worship,landmark,lanes,maxspeed,priority,source:maxspeed,designation,is_in:zoo,GPS,roof:material,url:geocaching.hu,artwork_subject,fence_type,alt_phone,windmill:vanes,water_slide,heritage:website,opening_hours:office,mineshaft_type,abandoned:railway,incline,length,tracktype,name:la,url:mult,url:wikimapia,ref:ksh,wikidata:2,wikipedia:2,manufacturer:wikidata,maxweight,maxwidth,description:ar,description:bg,description:cz,description:es,description:fi,description:fr,description:gr,description:hr,description:il,description:it,description:ja,description:nl,description:pl,description:ro,description:ru,description:sk,description:sl,description:sr,description:zh,ship:type,website:2,website:3,functional,url:egykor,disused:railway,network,shelter,craft,shop,telescope,telescope:usage,url:bnpi,pump:status,heritage:operator,maxweight:signed,oneway,note:hu,ref:HU:vatin,openplaques:id,boundary,genus:en,genus:hu,planted_by,planted_date,url:epulettar,url:archeodatabase,url:epiteszforum,url:mtak,url:museum,url:sulinet,bottle,fountain,astronomy,min_height,url:darksky,self_service,toilets,old_addr:housenumber,old_addr:street,mtb:scale,sac_scale,url:library_hun,url:templomrom,url:turautak,drinking_water:legal,water_characteristic,product,url:geopark,colour,year_of_construction,community,monastery:type,wikipedia:en,changing_table,operator:addr,ref:vatin,maxheight,embankment,abandoned,abandoned:highway,source:ref,format,format:top,seasonal,trees,motorcar,abandoned:man_made,building:flats,branch,brand:wikidata,brand:wikipedia,operator:wikidata,operator:wikipedia,source:www.posta.hu:date,ref:viztorony.hu
node,3440812049,Bemutató Méhészet és Méhészeti Arborétum,attraction,POINT (18.347267 46.036317),,,,,,,,,,,,,"<a href=""http://www.nektarmeheszbolt.hu/arboretum/""> Nektár Méhészbolt Bemutató Méhészet és Méhészeti Arborétum</a>",,,,,,,,,,,,,,,,,turistautak.hu,2015-01-12,http://turistautak.hu/poi.php?id=112335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3440812056,Brázay-kastély,attraction,POINT (18.1562932 46.0346713),,,,,,castle,,,,,,,,,,,,,,,,,,,,,,,,turistautak.hu,2014-10-03,http://turistautak.hu/poi.php?id=172861,palace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3440812682,,attraction,POINT (18.315667 46.0635),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,turistautak.hu,2015-01-12,http://turistautak.hu/poi.php?id=91984,,animal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3440813510,Tűzoltókocsi,attraction,POINT (18.079616 46.084605),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,turistautak.hu,2015-01-12,http://turistautak.hu/poi.php?id=148699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3440859614,Lakatfal 3. 2013,attraction,POINT (18.2249558 46.077714),,,,,,,,,,,,,"Pécs polgárai által teremtett nemes hagyomány folytatásaként készült 2013. évben, a PTE Pollack Mihály Műszaki és Informatikai Kar kezdeményezésére, Zöldhegyi Zoltán tervei alapján.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3440859616,Lakatfal 2.,attraction,POINT (18.2261356 46.0775993),,,,,,,Lovers Locks,,,,,,2010-ben állították,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3494696935,Veszélyes-völgy,attraction,POINT (18.4851075 46.116736),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4526875125,Zsályaliget,attraction,POINT (18.2596103 45.9936864),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sports_centre,multi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4819483979,Flamingó,attraction,POINT (18.2253138 46.0938813),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,animal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4819483993,Teve,attraction,POINT (18.22615 46.0943293),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,animal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4819483994,Oroszlán,attraction,POINT (18.2248976 46.0949227),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,animal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4839889390,Mosómedve,attraction,POINT (18.2247255 46.0942809),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,animal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4839889416,Örvös pekari,attraction,POINT (18.2260837 46.0946619),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,animal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4839889419,Bölény,attraction,POINT (18.2266162 46.0945317),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,animal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4839889420,Varacskosdisznó,attraction,POINT (18.2258343 46.0943931),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,animal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4839889427,Csimpánz,attraction,POINT (18.2257994 46.0939844),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,animal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4839889447,Gólya,attraction,POINT (18.2252583 46.0939711),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,animal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4839889448,Szent Íbisz,attraction,POINT (18.2252073 46.0939674),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,animal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4839889449,Páva,attraction,POINT (18.2252207 46.0939828),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,animal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4839889450,Gyűrűsfarkú maki,attraction,POINT (18.2251195 46.0941578),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,animal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4839889455,Nandu,attraction,POINT (18.2251912 46.0943287),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,animal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
