element_type,osmid,name,name:ca,name:de,name:en,name:es,name:he,tourism,website,wikidata,wikipedia,geometry,barrier,foot,fee,natural,castle_type,castle_type:ca,ele,historic,note,ruins,toilets:wheelchair,wheelchair,wheelchair:description,addr:housenumber,addr:postcode,addr:street,email,name:eo,name:fr,phone,description,nodes,name:sk,nudism,opening_hours,surface,leisure,sport,amenity,building,religion,aeroway,area,display_name,source,place,abandoned:landuse,access,shop,ways,type,landuse,contact:phone,contact:website,image,image:0,man_made,seamark:light:1:character,seamark:light:1:colour,seamark:light:1:group,seamark:light:1:height,seamark:light:1:period,seamark:light:1:range,seamark:light:1:sector_end,seamark:light:1:sector_start,seamark:light:1:sequence,seamark:light:reference,seamark:name,seamark:type,start_date,wikimedia_commons,archaeological_site,site_type,drinking_water,comment,craft,handrail,highway,incline,lit,ramp,step_count,bridge,heritage,heritage:operator,layer,tower:type,denomination,architect,addr:city,operator,artwork_type,description:en,alt_name,official_name,building:architecture,height,url,url:0,contact:facebook,contact:instagram,contact:twitter,contact:youtube,opening_hours:covid19,date,alt_name:en,source:description,building:colour,building:material,name:lt,name:ru,note:fee,roof:colour,product,material,waterway,charge,building:levels,source:date
way,295500564,Castell de Sant Carles,Castell de Sant Carles,,,Castillo de San Carlos,,attraction,http://www.museomilitarsancarlos.com,Q577830,ca:Fortalesa de Sant Carles,"POLYGON ((2.6207084 39.5456543, 2.6212994 39.5459332, 2.6212994 39.5459768, 2.6213189 39.5460162, 2.6213471 39.5460434, 2.6213806 39.5460625, 2.6214124 39.5460734, 2.6214441 39.546072, 2.6215517 39.5463659, 2.6224886 39.5465196, 2.6225321 39.5465729, 2.6225808 39.5465931, 2.622824 39.5466008, 2.6228403 39.5467547, 2.622854 39.5467672, 2.6228715 39.5467758, 2.6228914 39.5467835, 2.6229176 39.5467845, 2.623111 39.5467364, 2.623242 39.5469115, 2.6232632 39.5469259, 2.6232856 39.5469317, 2.6233093 39.5469317, 2.6233418 39.5469278, 2.6233655 39.5469182, 2.6233755 39.5469028, 2.6235801 39.5465478, 2.6241502 39.5462419, 2.6242598 39.5461245, 2.624225 39.5459404, 2.6242518 39.5457823, 2.624006 39.5456719, 2.6227266 39.5456271, 2.6215107 39.5455781, 2.620678 39.5455455, 2.6207084 39.5456543))",,,no,,,,,castle,,,,,,,,,,,,,,"[2271432283, 2271432284, 2271432285, 2271432286, 2271432287, 2271432288, 2271432289, 2271432290, 2271432297, 2271432300, 2271432302, 2271432304, 2271432305, 2271432307, 2271432308, 2271432309, 2271432310, 2271432311, 2271432306, 2271432313, 2271432315, 2271432316, 2271432317, 2271432318, 2271432314, 2271432312, 2271432301, 2271432296, 2992314800, 2992314822, 2271118114, 2271118111, 2271118109, 2271118104, 2271118099, 2271432283]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Castle built in the 1600s. Now houses a military museum.,,,,,,,,,,,,,,,,,,,,,,,,,,
way,726537952,Jungle Parc,,,,,,attraction,http://www.jungleparc.es/,,,"POLYGON ((2.4686362 39.5078668, 2.4701914 39.508805, 2.4709851 39.5077883, 2.4715149 39.5067858, 2.4691466 39.5075172, 2.4686362 39.5078668))",,,,,,,,,,,,,,,,,mallorca@jungleparc.es,,,+34 630 94 82 95,,"[1092359921, 6810008456, 6810008457, 6810008458, 4523935594, 1092359921]",,,,,,climbing_adventure,,,,,,,,,,,,,,recreation_ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/JungleParcMallorc,https://www.instagram.com/explore/locations/928726439/jungle-parc-mallorca,https://twitter.com/jungle_parc,https://www.youtube.com/channel/UC65QgCkzL5-Mfua27BVzkZg,off,,,,,,,,,,,,,,,
relation,1546327,Poble Espanyol,Poble Espanyol,,,Pueblo Español,,attraction,,Q9064319,es:Pueblo Español de Palma de Mallorca,"MULTIPOLYGON (((2.6267163 39.5726459, 2.6263416 39.5722438, 2.6263146 39.572157, 2.6263587 39.5720966, 2.6265301 39.5719606, 2.6266501 39.5719134, 2.6268167 39.5719021, 2.6269244 39.5719399, 2.6270493 39.5720059, 2.6272159 39.5720947, 2.627304 39.5721702, 2.6274143 39.5722023, 2.6275367 39.572206, 2.6278698 39.5721532, 2.6282763 39.5724534, 2.6281416 39.5725326, 2.6281612 39.5725534, 2.6280804 39.5726063, 2.6280608 39.5726591, 2.6280535 39.5727101, 2.6280069 39.5727252, 2.6279898 39.5727082, 2.6279562 39.5727218, 2.6279384 39.572729, 2.6279267 39.5727461, 2.6279242 39.5727626, 2.6279092 39.5727684, 2.6278882 39.5727686, 2.6278569 39.5727567, 2.6278549 39.5727456, 2.6276774 39.5727417, 2.6272981 39.5727127, 2.6267163 39.5726459)), ((2.6276328 39.5735746, 2.6275667 39.5735632, 2.6275456 39.5735419, 2.6273953 39.5733896, 2.626903 39.5728572, 2.6268589 39.5728138, 2.6268859 39.5727779, 2.6269397 39.5727572, 2.6273879 39.5727911, 2.6280492 39.572861, 2.6283088 39.572895, 2.6284018 39.5729346, 2.6284386 39.5729912, 2.6284018 39.5730535, 2.6282048 39.5731887, 2.6281128 39.5732518, 2.6280534 39.5732918, 2.6276518 39.5735618, 2.6276328 39.5735746)))",,,,,,,,,,,,,,,,,,,,,,"[[[1248626187, 1248625981, 1248626161, 1248624987, 1248625544, 1248625875, 1248626026, 1248624822, 1248625360, 1248625743, 1248625045, 1248625497, 1248625958, 1248626229, 1248624922, 1248625284, 1248625835, 1248626114, 1248624795, 1248625105, 1248625685, 1248625980, 1248625108, 1248626159, 1248624855, 1248626239, 1248625052, 1248625625, 1248625930, 1248624828, 1248625172, 1248625433, 1248626187], [1248625884, 1248625519, 1248626243, 1248625843, 1248626235, 1248625049, 1248625308, 1248625693, 1248626119, 1248624928, 1248625106, 1248625546, 1248625982, 1248624799, 1248625815, 1248626171, 1248626003, 1248626146, 1248625884]]]",,,,,,,,,,,,,,,,,,"[108941340, 108941325]",multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1967,,,,,,,,,,,,,,
relation,2424202,Palau de l'Almudaina,Palau de l'Almudaina,Almudaina-Palast,Almudaina Palace,Palacio de la Almudaina,,attraction,,Q3176377,ca:Palau de l'Almudaina,"POLYGON ((2.6467084 39.5678342, 2.6467789 39.5679552, 2.6467544 39.5679639, 2.6467674 39.5679993, 2.6467952 39.5679911, 2.6468504 39.5681228, 2.6468207 39.5681329, 2.6468665 39.568264, 2.6468567 39.5683967, 2.6469477 39.5686035, 2.6469549 39.56861, 2.646955 39.5686195, 2.6469828 39.5686257, 2.6470381 39.5686406, 2.6476826 39.5683285, 2.6478098 39.5682699, 2.6478177 39.5682491, 2.6476302 39.5679484, 2.6476637 39.5679373, 2.6476439 39.5679009, 2.6476116 39.5679077, 2.6474719 39.5676622, 2.6475018 39.5676515, 2.6474871 39.5676134, 2.6474663 39.5676149, 2.6473906 39.5674903, 2.6473227 39.5673715, 2.647342 39.5673644, 2.6473048 39.5673041, 2.6472884 39.5673095, 2.6470375 39.5674055, 2.6469523 39.567443, 2.6469213 39.5674544, 2.6469069 39.5674379, 2.6465551 39.5676211, 2.6466753 39.5677792, 2.6466502 39.56779, 2.6466795 39.5678428, 2.6467084 39.5678342), (2.6474346 39.5679938, 2.6474634 39.5680438, 2.6475111 39.5680271, 2.6476655 39.5682985, 2.6470955 39.5685644, 2.647006 39.5685321, 2.6469382 39.5683486, 2.6469367 39.568273, 2.6469209 39.5682429, 2.6470984 39.5681684, 2.6470825 39.5681417, 2.6474346 39.5679938), (2.6469638 39.5677835, 2.6470603 39.5679224, 2.646955 39.5679658, 2.646879 39.5678237, 2.6469638 39.5677835), (2.6472187 39.5679132, 2.6470474 39.5676855, 2.6470178 39.5676382, 2.6470005 39.5676222, 2.647046 39.5675992, 2.6470281 39.5675723, 2.6472379 39.5674892, 2.6472655 39.5675309, 2.6474385 39.567823, 2.6472187 39.5679132))",,,,,,,,castle,,,,,,,,,,,,,,"[[[8035425008, 1921983001, 7017699775, 7017699783, 7017760590, 1921983007, 7017677842, 501860049, 1921983002, 1921983005, 2435563156, 1921983017, 1921983013, 1921983019, 1921983021, 1921983039, 1921983038, 1921983041, 1921983042, 501860051, 8035424989, 1539774921, 1539774915, 312811793, 7017760607, 7017760617, 7017760624, 7017760631, 8035425020, 8035425019, 8035425018, 8035425017, 8035425016, 8035425015, 8035425014, 8035425013, 8035425012, 8035425010, 8035425008], [1921983024, 6856644946, 1921983011, 1921983015, 8035424987, 8035424988, 6856640243, 6856640242, 1921983028, 1921983024], [1921983043, 1921983040, 1921983022, 1921983026, 1921983043], [1921983053, 1921983055, 1921983059, 1921983061, 1921983063, 1921983057, 1921983046, 1921983048, 1921983044, 1921983050, 1921983051, 1921983053]]]",,,,,,,,yes,,,,,,,,,,"[41126083, 181767875, 181767874, 181767867]",multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Consell de Mallorca,,,,,,Patrimonio Nacional,,"Fortified palace of Palma, originally built as an Arab fort and then used as an official royal residence.",,Palau de l'Almudaina,,,,,,,,,,,Royal Palace of La Almudaina,en:wikipedia,,,,,,,,,,,,
relation,6214761,Castell de Bellver,Castell de Bellver,Burg von Bellver,Bellver Castle,Castillo de Bellver,,attraction,https://castelldebellver.palmademallorca.es/portal/PALMA/castelldebellver/castelldebellver_principal1.jsp?codResi=1,Q261707,ca:Castell de Bellver,"POLYGON ((2.618899 39.5640342, 2.6188922 39.5640697, 2.6189035 39.5641188, 2.6189409 39.5641742, 2.6189935 39.5642063, 2.6190405 39.564233, 2.6190786 39.5642804, 2.6191209 39.5643097, 2.6191425 39.5643543, 2.6192015 39.5643964, 2.6192713 39.5644026, 2.6193471 39.5643744, 2.6194083 39.564314, 2.6194473 39.5643033, 2.619477 39.5642788, 2.6194959 39.564254, 2.6195056 39.564233, 2.6195141 39.5642142, 2.6195134 39.5641859, 2.61953 39.5641244, 2.6195873 39.5640891, 2.6196285 39.5640713, 2.6196645 39.5640411, 2.619691 39.56401, 2.6197183 39.5639553, 2.6197824 39.5639096, 2.6198056 39.5638651, 2.6198162 39.5638072, 2.6198078 39.5637599, 2.6197655 39.5636804, 2.6197355 39.5636294, 2.6197118 39.5635859, 2.6196592 39.563542, 2.6196162 39.5635056, 2.619528 39.5634678, 2.6194929 39.5634285, 2.619478 39.563381, 2.6194167 39.5633346, 2.6193263 39.5633189, 2.6192086 39.5633433, 2.6191623 39.5633909, 2.6191499 39.5634257, 2.6190979 39.5634265, 2.6190331 39.5634579, 2.619006 39.5634993, 2.6189308 39.5635401, 2.6188646 39.5636106, 2.618843 39.5636522, 2.6187525 39.5636637, 2.6186883 39.563699, 2.6186622 39.5637217, 2.6186379 39.5637503, 2.6186224 39.5637923, 2.6186305 39.5638263, 2.6186464 39.5638687, 2.6186792 39.5639047, 2.618712 39.5639275, 2.618708 39.5639404, 2.6187544 39.5639602, 2.618801 39.5639733, 2.6188493 39.5639744, 2.618899 39.5640342), (2.6191825 39.5635269, 2.6191914 39.5635155, 2.6192361 39.5634707, 2.6192852 39.5634592, 2.6193299 39.5634603, 2.6193761 39.563473, 2.6194148 39.5634971, 2.6194357 39.5635361, 2.6195012 39.563566, 2.6195474 39.5635958, 2.6195846 39.5636291, 2.6196144 39.5636647, 2.6196367 39.5636946, 2.6196412 39.5637176, 2.6196472 39.5637348, 2.6196904 39.5637532, 2.6197157 39.5637819, 2.6197231 39.5638117, 2.6197216 39.5638358, 2.6197127 39.5638599, 2.6196978 39.563876, 2.6196695 39.5638909, 2.6196487 39.5638978, 2.6196338 39.5639334, 2.619604 39.5639794, 2.6195369 39.5640207, 2.6194982 39.5640425, 2.619455 39.5640563, 2.6194193 39.5640747, 2.6194372 39.5641022, 2.6194431 39.5641424, 2.6194342 39.5641757, 2.6194089 39.5642205, 2.6193582 39.5642481, 2.6192957 39.5642492, 2.6192391 39.5642435, 2.6191988 39.5642239, 2.6191661 39.5641792, 2.6191586 39.564139, 2.6191616 39.5641172, 2.6191676 39.5640976, 2.619178 39.5640735, 2.6191214 39.5640597, 2.6190707 39.5640391, 2.6190275 39.5640081, 2.6189888 39.5639702, 2.618968 39.5639369, 2.6189546 39.5639105, 2.6189456 39.5638818, 2.6189248 39.5638749, 2.6188905 39.5638485, 2.6188756 39.563814, 2.6188905 39.5637623, 2.6189143 39.5637417, 2.6189486 39.5637279, 2.6189695 39.5637222, 2.6189695 39.5636854, 2.6189978 39.5636383, 2.619035 39.5636027, 2.6190827 39.5635694, 2.6191407 39.5635488, 2.6191825 39.5635269))",,,Mo-Sa,,defensive,,,castle,Precio entrada: 4 Euros,,,yes,,,,carrer de Camilo José Cela,,,Château de Bellver,,,"[[[289525170, 2277544171, 2277544170, 289525171, 2277544169, 2277544168, 2277544167, 2277544166, 289525172, 2277544165, 2277544164, 289525173, 289525174, 289525175, 2277544162, 289525176, 289525177, 2277544160, 289525178, 289525179, 2277544158, 289525180, 289525181, 289525182, 289525183, 2277544159, 289525184, 289525185, 2277544161, 289525186, 2277544163, 289525187, 289525188, 289525189, 289525190, 289525191, 289525192, 2277544172, 289525193, 2277544174, 289525194, 2277544176, 317811822, 2277544178, 2277544180, 289525195, 2277544184, 2277544185, 289525196, 289525197, 289525198, 2277544187, 289525199, 289525200, 2277544183, 2277544179, 289525201, 2277544177, 289525202, 2277544173, 289525203, 289525170], [2776097519, 2776097514, 2776097521, 2776097526, 2776097532, 2776097536, 2776097540, 2776097544, 2776097550, 2776097553, 2776097560, 2776097562, 2776097566, 2776097575, 2776097578, 2776097581, 2776097586, 2776097590, 2776097597, 2776097599, 2776097603, 2776097613, 2776097621, 2776097628, 2776097634, 2776097640, 2776097644, 2776097647, 2776097637, 2776097630, 2776097624, 2776097608, 2776097600, 2776097591, 2776097594, 2776097588, 2776097583, 2776097580, 2776097573, 2776097568, 2776097571, 2776097564, 2776097558, 2776097556, 2776097551, 2776097548, 2776097542, 2776097539, 2776097534, 2776097529, 2776097527, 2776097524, 2776097516, 2776097510, 2776097504, 2776097502, 2776097499, 2776097497, 2776097495, 2776097505, 2776097508, 2776097519]]]",,,Tu-Sa 10:00-19:00; Su 10:00-15:00,,,,,public,,,,,en:Bellver Castle,,,,,"[26425077, 272675757]",multipolygon,,,,https://commons.wikimedia.org/wiki/File%3ACastell_de_Bellver_-_9545.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Consell de Mallorca,,,,,,Ajuntament de Palma,,Classic C14th medieval castle. Now houses Palma's city history museum.,,,gothic,4,,,,,,,,,,,#E5C0A3,stone,Belverio pilis,Замок Бельвер,2.5 euros,#A5AEAB,,,,,,
node,26731562,la Reserva,la Reserva,,,,,attraction,http://reservapark.net/,,,POINT (2.4946493 39.6158661),,,,,,,,,zoo and adventure park,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,302910494,Oli Caimari,Oli Caimari,,,,,attraction,http://www.aceites-olicaimari.com,,,POINT (2.9017834 39.7663404),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Factory and shop of olive oil producer, Oli Caimari",,,,,,,,,,,,,,,,,,,,,olive_oil,,,,,
node,420417937,Raixa,,,,,,attraction,http://www.raixa.cat,,,POINT (2.6727888 39.6804698),,,no,,,,,,,,,,,,,,,,,,,,,,"Sa,Su 10:00-14:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,564631089,es Camell,es Camell,,,,,attraction,,,,POINT (2.8906347 39.8236836),,,,,,,,,Rock seems a camel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rock,,,,
node,571137455,Font de s'Avenc,Font de s'Avenc,,,,,attraction,,,,POINT (2.8571893 39.8024041),,,,,,,,,,,,,,,,,,,,,,,,,,,,,drinking_water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1167810716,Palau del Rei Sanç,Palau del Rei Sanç,,,,,attraction,,,,POINT (2.6229146 39.7092145),,,,,,,,manor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1170200432,Ostrich,,,,,,attraction,,,,POINT (2.4932797 39.6187889),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1170200438,Goat,,,,,,attraction,,,,POINT (2.4924969 39.6193197),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1170200448,Sheep,,,,,,attraction,,,,POINT (2.4926544 39.6192127),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1170200457,Deer,,,,,,attraction,,,,POINT (2.492937 39.6190271),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1170200477,Rabbits,,,,,,attraction,,,,POINT (2.4924738 39.6192269),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1170200484,Donkey,,,,,,attraction,,,,POINT (2.4936133 39.6196087),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1242612574,Nus de sa Corbata,Nus de sa Corbata,,,,,attraction,,,,POINT (2.8159767 39.8323368),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,locality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1242626741,Castell d'Alaró,Castell d'Alaró,,,,,attraction,,,,POINT (2.7935906 39.7325261),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,isolated_dwelling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2727936391,Manxa de Son Corb,Manxa de Son Corb,Förderpumpe vom Son Corb,Wheel pump of Son Corb,Mancha de Son Corb,,attraction,,,,POINT (2.7917804 39.7067542),,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,survey,,,,,,,,,,,,water_well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2729251966,Rentador de Son Rafalet,Rentador de Son Rafalet,,,,,attraction,,,,POINT (2.7836783 39.7094091),,,,,,,,lavoir,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bing,survey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2731964949,Manxa de Can Pintat,Manxa de Can Pintat,,,,,attraction,,,,POINT (2.7905523 39.7049436),,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,survey,,,,,,,,,,,,water_well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2819548985,Es Salt des Freu,,,,,,attraction,,,,POINT (2.7470719 39.7237637),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,waterfall,,,
node,3112502731,Font de la Plaça,Font de la Plaça,,,,,attraction,,,,POINT (2.7892202 39.7057688),,,,,,,,fountain,,,,,,,,,,,,,,,,,,,,,drinking_water,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3118202829,Manxa del Porrossar,,,,,,attraction,,,,POINT (2.7864362 39.7051514),,,,,,,,water_well,,,,,,,,,,,,,,,,,,,,,,,,,,,survey,,,,,,,,,,,,water_well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9067732195,s'Arraval,,Historische Oberstadt,,,,attraction,,,,POINT (2.4818888 39.6529162),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9067732196,Rentadors,Rentadors,Historisches Waschhaus,,lavadero público,,attraction,,,,POINT (2.4835818 39.6533584),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9702323617,,,,,,,attraction,,,,POINT (2.6947408 39.7989322),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,35968157,jardí botànic,jardí botànic,,,,,attraction,http://www.jardibotanicdesoller.org,,,"POLYGON ((2.708869 39.7647314, 2.7092525 39.7637965, 2.7093588 39.7638911, 2.7098302 39.7643103, 2.7101203 39.764633, 2.7101723 39.7648085, 2.7101766 39.7649091, 2.710134 39.7652602, 2.7098109 39.7653743, 2.709501 39.7651489, 2.7091967 39.7649341, 2.708869 39.7647314))",,,,,,,,,,,,,,,,,jbs@jardibotanicdesoller.org,,,+34 971634014,,"[420418756, 420418757, 5724024341, 420418758, 420418759, 1652738743, 1652738745, 1630411760, 1135436475, 420418761, 420418762, 420418756]",,,Mo-Sa 10:00-18:00,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,96933190,Quarter des Carabiners,,,,,,attraction,,,,"POLYGON ((2.8377257 39.8471666, 2.8380346 39.8469533, 2.8379493 39.8468806, 2.8376827 39.8470647, 2.8376145 39.8470065, 2.8375723 39.8470357, 2.8377257 39.8471666))",,,,,,,,,,,,,,,,,,,,,,"[1123317068, 1123317075, 1123317082, 1490652116, 1490652162, 1123317087, 1123317068]",,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,98577403,,,,,,,attraction,http://www.monestirdemiramar.es/,,,"POLYGON ((2.6174368 39.7392224, 2.6174355 39.7389616, 2.6176012 39.7389611, 2.6176024 39.7392219, 2.6174368 39.7392224))",,,yes,,,,,,,,,,,,,,,,,,,"[1140469730, 1140469731, 1140469735, 1140469738, 1140469730]",,,Mo-Sa 10:00-17:45,,,,,monastery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 EUR,,
way,229657699,Casa de neu superior de n'Arbona,Cases de Neu,,,Casas de Nieve,,attraction,,,es:Coma de n'Arbona,"POLYGON ((2.7838281 39.7985248, 2.783857 39.7984957, 2.7838371 39.7984513, 2.7838209 39.798407, 2.7837848 39.7983918, 2.7837433 39.7984098, 2.7837506 39.7984347, 2.7837812 39.7985054, 2.7838011 39.7985179, 2.7838281 39.7985248))",wall,,,,,,,,,,,,,,,,,,,,,"[2382253559, 2382253555, 2382253553, 2382253549, 2382253548, 2382253550, 2382253552, 2382253556, 2382253557, 2382253559]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,267066608,Torre de l'electricitat,Torre de l'electricitat,Turm des alten kraftwerks,Tower of the old powerhouse,Torre de la electricidad,,attraction,,,,"POLYGON ((2.7910797 39.705246, 2.7910995 39.7052591, 2.7911253 39.7052587, 2.7911433 39.7052445, 2.791143 39.7052245, 2.7911245 39.7052106, 2.7910986 39.7052109, 2.7910806 39.7052252, 2.7910797 39.705246))",,,,,,,,technical_monument,,,,,,,,,,,,,,"[2725473951, 2725473957, 2725473955, 2725473949, 2725473939, 2725473934, 2725473935, 2725473940, 2725473951]",,,,,,,,industrial,,,,,catastro,,,,,,,,,,,,,,,,,,,,,,,,,1901-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2014-01
way,305206241,Cases de Neu,Cases de Neu,,,Casas de Nieve,,attraction,,,es:Coma de n'Arbona,"POLYGON ((2.7821097 39.7972412, 2.7821397 39.7972688, 2.7821177 39.7972829, 2.7820878 39.7972553, 2.7821097 39.7972412))",wall,,,,,,,,,,,,,,,,,,,,,"[3098018206, 3098018208, 3098018209, 3098018207, 3098018206]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,305206242,Casa dels nevaters,Casa dels nevaters,,,Casas de Nieve,,attraction,,,es:Coma de n'Arbona,"POLYGON ((2.7823312 39.7976306, 2.7823541 39.7977022, 2.7823112 39.7977103, 2.7822883 39.7976387, 2.7823312 39.7976306))",wall,,,,,,,,,,,,,,,,,,,,,"[3098018210, 3098018212, 3098018213, 3098018211, 3098018210]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,356256630,Lafiore,,,,,,attraction,,,,"POLYGON ((2.6401592 39.6671156, 2.6402941 39.6671075, 2.6406749 39.6670726, 2.6407544 39.6669337, 2.6410574 39.6669188, 2.6410682 39.6663012, 2.6400761 39.6662849, 2.6401592 39.6671156))",,,,,,,,,,,,,,,,,,,,+34 971611800,,"[3617271125, 5689019783, 3617271126, 3617271127, 3617271128, 3617271129, 3617271130, 3617271125]",,,09:00-18:00; Sa 9:00-13:45; Dec-Jan Mo-Fr 09:00-14:00,,,,,,,,,,,,,,yes,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,glaziery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
