element_type,osmid,addr:city,addr:housenumber,addr:postcode,addr:street,name,tourism,geometry,phone,website,wheelchair,heritage,heritage:operator,name:zh,opening_hours,ref:whc,description,name:de,level,wikidata,wikipedia,source,source:date,url,contact:phone,name:en,name:hr,name:hu,operator,access,barrier,historic,inscription,memorial,email,note,survey:date,nodes,building,alt_name,contact:website,fixme,museum,building:levels,man_made,fee,roof:levels,contact:facebook,roof:shape,ownership,addr:conscriptionnumber,charge,name:it,addr:country,is_in,architect,architect:wikipedia,castle_type,facebook,height,ways,archaeological_site,site_type,type,dog,payment:debit_cards,addr:housename,toilets,leisure,tower:type,toilets:wheelchair,building:part,ele,material,observatory:type,roof:colour,roof:height,telescope:type,roof:material,contact:email,description:hu,name:sk,start_date,opening_hours:covid19,contact:instagram,addr:place,addr:suburb,source:addr,check_date:opening_hours,image,denomination,religion,location,url:utisugo,addr:province,historic:man_made,free_refill,name:ru,contact:website:en,layer,wheelchair:description,contact:mobile,official_name,name:es,name:ja,bunker_type,name:nl,phone:mobile,ref,alt_name:en,name:la,ref:HU:vatin,ref:vatin,short_name,operator:en,old_addr:housenumber,old_addr:street,ruins,attraction,addr:floor,historic:civilization,historic:period,addr:district,amenity,description:en,contact:twitter,contact:youtube,operator:type,name:pt,old_name,landuse,name:fr,name:sl,name:sw,contact:fax,post_box,abandoned:military,name:sr,wikimedia_commons,building:colour,name:he,area,url:tuhu,mapillary,loc_name,building:use,denotation,int_name,disused:amenity,food,smoking,name:cs,name:ko,name:pl,name:sv,payment:credit_cards,toilets:access,stop_date,field,payment:cash,opening_hours:signed,exhibit,mobile,payment:american_express,payment:maestro,payment:mastercard,payment:visa,payment:visa_electron,addr:interpolation,internet_access,addr:hamlet,description:fr,description:nl,description:zh,addr:subdistrict,museum_type,demolished:museum,operator:addr,url:geocaching.hu,air_conditioning,source:start_date,building:material,fence_type,description:de,wheelchair:description:en,fax,name:ro,craft,note:hu,note:en,payment:coins,postal_code,community_centre,internet_access:ssid,community_centre:for,note:de,operator:de,source:geometry,office,Endre,url:2,check_date,building_1,name:si
node,3490706151,,,,,Csólyospálosi Földtani Bemutatóhely,museum,POINT (19.865261 46.426643),,,,,,,,,,,,,,turistautak.hu,2014-09-01,http://turistautak.hu/poi.php?id=171439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4381805475,,,,,Alsóvárosi Ferences Látogatóközpont,museum,POINT (20.1363671 46.2407771),,,yes,,,,We-Sa 10:00-18:00; Su 10:00-12:00; PH off,,"A kolostor és a templom épületegyüttese csak vezetéssel tekinthető meg: a vezetések 10.00, 12.00 és 14.00 órakor indulnak.",,,,,,,,,Visitor Centre of the Alsóváros Franciscan Friary,,,,,,,,,,,,,,,http://www.latogatobarat.hu,,,,,,,https://www.facebook.com/Alsovaros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4381805476,Szeged,16,6720,Dóm tér,Szegedi Dóm Látogatóközpont,museum,POINT (20.148713 46.2486082),,,yes,,,,Tu-Su 09:00-17:00,,,,-1,,,,,,,Visitor Centre of the Szeged Cathedral,,,Szeged-Csanádi Egyházmegye,,,,,,,,,,,,http://szegedidom.com/latogatokozpont,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+36 20 385 5061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,You can access it from the church: there is a lift in the eastern tower,,,,,,,,,,,,,,,,,,,
node,4753262595,,,,,Vasúttörténeti kiállítás,museum,POINT (20.1430664 46.2397986),,http://vasuttortenetia.hu,,,,,,,Kirakat a szegedi vonal történetének tárgyaival,,1,,,,,,,,,,"Vasúttörténeti Alapítvány, Szeged",,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5622162227,,,,,Reök-palota,museum,POINT (20.1453019 46.2515284),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://reok.hu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5777723340,,,,,Informatikatörténeti Kiállítás,museum,POINT (20.1400094 46.2524919),,,yes,,,,Tu-Fr 10:00-18:00; Sa 09:00-17:00,,,,2,,,,,,+36 62 563 487,Computer Exhibition,,,,,,,,,,,,,,,https://ajovomultja.hu/,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,itmuzeum@agoraszeged.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6033921469,,,,,,museum,POINT (20.150228 46.2584014),+36 62 558 844,https://www.szegedivizmu.hu/ceginformacio/a_szent_istvan_teri_viztorony_latogathatosaga/,,,,,Apr-Oct Sa[1] 10:00-16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6389298729,,,,,Vármúzeum és kőtár,museum,POINT (20.1524045 46.2528694),,,,,,,Mo-Su 10:00-18:00,,,,,,,,,,+36 62 549 040,,,,Móra Ferenc Múzeum,,,,,,,,,,,,http://moramuzeum.hu/latogatoi-informaciok/kiallitohelyeink/varmuzeum-es-kotar/,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,info@mfm.u-szeged.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6581566302,,,,,Házi Múzeum,museum,POINT (19.8923671 46.2725615),,,,,,,,,A régi paraszti életet sajátosságait mutatja be,,,,,,,,+36 62 290 630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6587003078,,,,,Kopáncsi Tanyamúzeum,museum,POINT (20.2598383 46.3797497),,,,,,,"""Egyeztetés alapján / On request""",,Gondnok: Szegedi József,,,,,,,,+36 30 216 5917,,,,Újkishomoki Olvasókör Egyesület,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6746842487,Szeged,1,6791,Negyvennyolcas utca,Dorozsmai Tájház,museum,POINT (20.06333 46.2751046),+36 70 555 3636,,,,,,,,,,,,,,,,,,,,Dorozsmai Hagyományőrző és Kulturális Egyesület - Deli Albin,,,,,,delialbinalex1@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6765607577,Szeged,2/A,6791,Szélmalom utca,,museum,POINT (20.0686204 46.2794492),+36 62 463 112;+36 20 954 2124,http://www.museum.hu/muzeum/291/Dorozsmai_Szelmalom,,,,,Mar-Oct: Tu-Su 14:00-18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kiskundorozsma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6830322009,Szeged,6,6725,Boldogasszony sugárút,Interaktív Természetismereti Tudástár,museum,POINT (20.1464957 46.2462949),+36 62 544 753,http://www.jgypk.hu/tudastar/,,,,,"Tu-Fr 10:00-16:00; Sa ""Kérésre / On request""",,,,2,,,,,,,,,,,,,,,,tudaskapu2011@gmail.com,,,,,,,level,,,,,,,,,,,,,,,,,https://www.facebook.com/interaktiv.tudastar/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6830322021,,,,,Vízügyi Történeti Emlékhely,museum,POINT (20.1885889 46.2504687),,http://www.atikovizig.hu/vizugyimuzeum/default.aspx,,,,,Mo-Fr 08:00-14:00,,,,,,,http://szegedtourism.hu/hu/vizugyi-torteneti-emlekhely/,,,+36 62 599 599,,,,Alsó-Tisza-vidéki Vízügyi Igazgatóság,,,,,,muzeum@ativizig.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+36 30 441 3306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7164859559,Szeged,13,6720,Somogyi utca,Fekete ház,museum,POINT (20.1478328 46.2501629),,http://moramuzeum.hu/latogatoi-informaciok/kiallitohelyeink/fekete-haz/,,,,,Mo-Su 10:00-18:00,,,,,,,,,,+36 62 425 033;+36 62 425 872,,,,Móra Ferenc Múzeum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,info@mfm.u-szeged.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+36 62 425 872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7164859564,,,,,Szeged-Csanádi Egyházmegyei Múzeum és Kincstár,museum,POINT (20.147458 46.2481296),,,,,,,Nov 1-Mar 30 Tu-Su 10:00-16:00; Apr 1-Oct 31 Tu-Su 10:00-18:00,,,,,,,,,,+36 62 420 932,,,,,,,,,,,"nem találtam róla friss infót, véletlen bukkantam rá",,,,,,verify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,egyhazmegye@theol.u-szeged.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7824047348,,,,,,museum,POINT (20.098515 46.3602836),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8996360922,Mórahalom,17-19,6782,Móradomb körút,Ezer Év Parkja,museum,POINT (19.9030468 46.2218796),+36 30 318 5215,http://ezerevparkja.hu/,yes,,,,"Mo-Th,Su 10:00-18:00; Fr-Sa 10:00-20:00",,,,,,,,,,,,,,,,,,,,info@ezerevparkja.hu,,,,,,,,history,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9503131877,,,,,Szegedi informatikai gyűjtemény,museum,POINT (20.0990233 46.2798658),,,,,,,"""on appointment""",,,,,,,,,,,,,,,,,,,,,"tudtommal az Agórában csak egy része van kiállítva, a többit itt tárolják, kérésre megtekinthető",,,,,http://www2.u-szeged.hu/infmuz/,position,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,infmuz@mail.u-szeged.hu,,,,,,,,,,,,,,,,,,,,,,+36 30 466 0996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9949019425,,,,,PaprikaMolnár Fűszerpaprika Malom és Múzeum,museum,POINT (20.0131464 46.2021043),,https://www.paprikamolnar.hu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,77342475,,,,,Móra Ferenc Múzeum,museum,"POLYGON ((20.1526049 46.2521598, 20.1524934 46.2520328, 20.1522124 46.2521507, 20.1521908 46.252126, 20.152103 46.2521629, 20.1520767 46.2521329, 20.1519845 46.2521716, 20.1518923 46.2522103, 20.1519171 46.2522386, 20.1518371 46.2522721, 20.1518601 46.2522983, 20.1515711 46.2524195, 20.1516811 46.2525449, 20.1520122 46.252406, 20.1520493 46.2524484, 20.1523084 46.2523396, 20.1522729 46.2522992, 20.1526049 46.2521598))",+36 62 549 040,http://moramuzeum.hu/,,,,,"Mo-Su,PH 10:00-18:00",,,,,Q1213245,hu:Móra Ferenc Múzeum,,,,,Móra Ferenc Museum,,,,,,,,,info@mfm.u-szeged.hu,,,"[910374508, 910374586, 5827883242, 910374554, 910374560, 5827883241, 4162265132, 910374463, 910374520, 5827883240, 5827883239, 910374474, 910374390, 1074922332, 1074922326, 1074922324, 1074922307, 910374508]",public,Kultúrpalota,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,File:Ferenc_Móra_Museum_in_Szeged.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Musée Ferenc Móra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+36 62 549 049,,,,,,,,,,,,,,,,,,
way,245811279,,,,,Budai Sándor Emlékház és Tájház - Citeramúzeum,museum,"POLYGON ((20.1000067 46.3578037, 20.1001646 46.3576822, 20.100119 46.357654, 20.1000877 46.3576347, 20.1000536 46.357661, 20.1000364 46.3576503, 20.0999942 46.3576828, 20.1000292 46.3577045, 20.0999478 46.3577672, 20.1000067 46.3578037))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2529300056, 2529300052, 7713054136, 2529300049, 2529300051, 2529300050, 2529300053, 2529300054, 2529300055, 2529300056]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,248223682,,,,,Rotunda,museum,"POLYGON ((20.0956572 46.4894248, 20.0957612 46.4893113, 20.0959264 46.4892401, 20.0961202 46.4892253, 20.0963041 46.4892698, 20.0964417 46.4893649, 20.0965058 46.4894916, 20.0964836 46.489625, 20.0963796 46.4897385, 20.0962144 46.4898097, 20.0960206 46.4898245, 20.0958367 46.48978, 20.0956991 46.4896849, 20.095635 46.4895581, 20.0956572 46.4894248))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2550488059, 2550488057, 2550488055, 2550488056, 2550488058, 2550488060, 2550488063, 2550488065, 2550488067, 2550488068, 2550488066, 2550488064, 2550488062, 2550488061, 2550488059]",public,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,248257716,,,,,Útkaparóház,museum,"POLYGON ((20.0953317 46.4859842, 20.0954065 46.4858938, 20.0955366 46.4859449, 20.0954618 46.4860353, 20.0953317 46.4859842))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2550715836, 2550715828, 2550715831, 2550715847, 2550715836]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,248258051,,,,,Puszta háza,museum,"POLYGON ((20.0957362 46.4859233, 20.0957903 46.4858599, 20.0959772 46.4859355, 20.0959232 46.4859989, 20.0957362 46.4859233))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2550719156, 2550719154, 2550719158, 2550719160, 2550719156]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,248427674,,,,,Pusztaszeri gátőrház,museum,"POLYGON ((20.0966878 46.4902011, 20.0967808 46.4901568, 20.0969068 46.490282, 20.0968138 46.4903263, 20.0966878 46.4902011))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2552285470, 2552285469, 2552285471, 2552285472, 2552285470]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,248427676,,,,,Árvízi bemutató,museum,"POLYGON ((20.0968132 46.4904079, 20.0968927 46.4903725, 20.096986 46.4904719, 20.0969065 46.4905073, 20.0968132 46.4904079))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2552285474, 2552285473, 2552285475, 2552285476, 2552285474]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,248427678,,,,,Koronás jurta,museum,"POLYGON ((20.0993342 46.4889581, 20.099356 46.488929, 20.0994011 46.4889191, 20.0994433 46.488934, 20.0994578 46.4889651, 20.0994361 46.4889942, 20.0993909 46.4890041, 20.0993487 46.4889892, 20.0993342 46.4889581))",,http://opusztaszer.hu/hu/fooldal/,,,,,,,,,,,hu:Nemzeti Történeti Emlékpark,,,,,,,,Ópusztaszeri Nemzeti Történelmi Emlékpark,,,,,,,,,"[2552285462, 2552285458, 2552285456, 2552285459, 2552285463, 2552285466, 2552285467, 2552285465, 2552285462]",ger,,,,,,,,,,,,,,,,,Csete György,hu:Csete György,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,315282576,,,,,Alföldi Galéria,museum,"POLYGON ((20.3174136 46.4139441, 20.3177226 46.4139575, 20.3177215 46.4139662, 20.3179202 46.4139712, 20.3179206 46.4139626, 20.3181909 46.4139762, 20.3182442 46.4135525, 20.3180979 46.4135467, 20.3180864 46.4136202, 20.3180027 46.4136173, 20.3179797 46.4136173, 20.3179682 46.4136282, 20.3179703 46.4136433, 20.3179797 46.4136541, 20.318009 46.4136563, 20.3180799 46.4136615, 20.3180602 46.4138645, 20.3179264 46.4138588, 20.3179275 46.4138501, 20.3177369 46.4138439, 20.3177369 46.413853, 20.3175817 46.413843, 20.3175819 46.4138187, 20.3175789 46.413807, 20.3175664 46.4138003, 20.3175486 46.4137998, 20.3175316 46.413807, 20.3175305 46.4138192, 20.3175297 46.4138373, 20.3174279 46.4138287, 20.3174136 46.4139441))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3213932910, 3213932911, 3213932913, 3213932914, 3213932912, 3213932915, 3213932887, 3213932886, 3213932890, 3213932889, 3213932888, 3213932891, 3213932892, 3213932893, 3213932894, 3213932895, 3213932909, 3213932908, 3213932906, 3213932905, 3213932907, 3213932904, 3213932900, 3213932899, 3213932897, 3213932896, 3213932898, 3213932901, 3213932903, 3213932902, 3213932910]",yes,Ó-gimnázium,,,,,,,,,,,,,,,,Schreck Ferenc,,,,,,,,,,,,,,,,,,,,,,,,,,,1820..1822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,315446929,Hódmezővásárhely,16-18,6800,Dr. Rapcsák András utca,Tornyai János Múzeum,museum,"POLYGON ((20.3179854 46.41723, 20.3180257 46.4166689, 20.3183626 46.4166847, 20.3183683 46.4166395, 20.3185012 46.416645, 20.3182764 46.4172569, 20.3179854 46.41723))",,,yes,,,,,,,,,Q1323043,hu:Tornyai János Múzeum,,,,,,,,,,,,,,,,,"[3215642035, 3215642017, 3215642021, 3215642014, 3215642016, 3215642036, 3215642035]",,,,,,,,,,,,,,,,HU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,315604842,Hódmezővásárhely,3,6800,Lánc utca,Belvárosi Fazekasház,museum,"POLYGON ((20.324455 46.4153636, 20.3243389 46.4153658, 20.3243435 46.4154797, 20.3242476 46.4154815, 20.3242506 46.4155559, 20.3244626 46.4155518, 20.324455 46.4153636))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3217294955, 3217294956, 3217294957, 3217294958, 3217294960, 3217294959, 3217294955]",yes,,,,,,,,,,,,,,,HU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,315611982,,,,,Tájház,museum,"POLYGON ((20.3226812 46.4123099, 20.322691 46.4123904, 20.3229526 46.4123753, 20.3229428 46.4122948, 20.3226812 46.4123099))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3217409008, 3217409012, 3217409011, 3217409007, 3217409008]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,315870852,Hódmezővásárhely,101,6800,Rákóczi út,Csúcsi fazekasház,museum,"POLYGON ((20.3252491 46.4298109, 20.3250644 46.4298572, 20.3250708 46.4298693, 20.3251025 46.4299293, 20.3251436 46.429919, 20.3251608 46.4299517, 20.3251942 46.4299433, 20.3251771 46.429911, 20.3252873 46.4298834, 20.3252491 46.4298109))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3220015386, 3220015387, 3220015388, 3220015395, 3220015393, 3220015397, 3220015396, 3220015392, 3220015389, 3220015386]",yes,,,,,,,,,,,,,,,HU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850..1880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,362615186,Szeged,11/A,6722,Bécsi körút,Varga Mátyás Színháztörténeti Gyűjtemény és Kiállítóhely,museum,"POLYGON ((20.1417959 46.2442592, 20.1416895 46.2443104, 20.1416063 46.244234, 20.1416321 46.2442204, 20.1416856 46.2441926, 20.1417106 46.2441796, 20.1417959 46.2442592))",+36 62 549 040,http://moramuzeum.hu,,,,,closed,,,,,,,,,,,,,,Móra Ferenc Múzeum,,,,,,,,,"[3668874148, 3668874157, 3668874144, 4556840669, 4556840668, 3668874137, 3668874148]",public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
