element_type,osmid,name,tourism,geometry,source,addr:city,addr:housenumber,addr:postcode,addr:street,website,wikidata,wikipedia,addr:country,nodes,fee,highway,inscription,layer,lit,opening_hours,start_date,surface,tunnel,building,note,email,phone,shop,contact:phone,source:wheelchair,wheelchair,wheelchair:description,level,air_conditioning,facebook,name:de,name:en,name:es,name:hu,name:it,name:ru,name:zh,operator,barrier,amenity,fax,club,disused:addr:city,disused:addr:country,disused:addr:housenumber,disused:addr:postcode,disused:addr:street,disused:amenity,flickr,internet_access,internet_access:ssid,short_name,chip_scanner,toilets:wheelchair,name:pl,cuisine,contact:facebook,contact:website,description,dog,free_refill,owncup,owncup:discount,alt_name,capacity,contact:email,official_name,official_name:en,ref:google,contact:foursquare,historic,url,name:cs,name:da,name:el,name:fi,name:fr,name:hr,name:ie,name:ja,name:la,name:nl,name:no,name:pt,name:ro,name:se,name:sk,name:sl,name:sr,name:uk,is_in:city,is_in:country,contact:tripadvisor,check_date:opening_hours,artwork_type,indoor,leisure,source:geometry,building:levels,int_name,old_name,architect,building:colour,building:material,roof:colour,roof:levels,roof:material,roof:shape,wikipedia:hu,architect:wikipedia,contact:fax,office,source:start_date,ways,type,heritage,source:date,addr:subdistrict,loc_name,fixme,opening_hours:signed,operator:type,charge,mobile
node,4819875783,Liget Galéria,gallery,POINT (19.0865123 47.5071291),,Budapest,5,1146,Ajtósi Dürer sor,http://www.ligetgaleria.hu/,Q92100105,,,,,,,,,Tu-Sa 12:00-19:00,,,,,,ligetgaleria@cserepeskft.hu,+36 1 351 4924,,,,limited,,,,https://www.facebook.com/ligetgaleria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4819875784,Vízivárosi Galéria,gallery,POINT (19.0334174 47.5110932),,Budapest,55,1027,Kapás utca,http://www.vizivarosigaleria.hu/,,,,,,,,,,Tu-Fr 13:00-18:00; Sa 10:00-14:00,,,,,,vizivarosigal@gmail.com,+36 1 201 6925,,,,,,,,https://www.facebook.com/1665837700300199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4819875785,Trafó Galéria,gallery,POINT (19.0723703 47.4837768),,Budapest,41,1094,Liliom utca,https://trafo.hu/,,,,,no,,,,,Tu-Su 16:00-19:00,,,,,,trafo@trafo.hu,+36 1 215 1600,,,,,,,,https://www.facebook.com/trafohouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4819875786,Széphárom Közösségi Tér,gallery,POINT (19.057644 47.4931634),,Budapest,1/b,1053,Szép utca,,,,,,,,,,,Tu-Fr 10:00-18:00; Sa 10:00-14:00,,,,,,,,,+36 1 796 2351,,,,,,,,,,,,,,,,arts_centre,,,,,,,,,,,,,,,,,,https://www.szepharom.hu/,,,,,,,,aranytiz@aranytiz.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4820254569,Gross Arnold Galéria és Kávézó,gallery,POINT (19.0501248 47.4787175),,Budapest,46,1111,Bartók Béla út,https://www.grossarnold.com/,,,,,no,,,,,Tu-Fr 10:00-21:00; Sa 11:00-21:00,,,,,,arnoldogaleria@gmail.com,+36 70 338 7001,,,,no,,,,https://www.facebook.com/GrossArnoldGaleria,,,,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4820254570,MET Galéria,gallery,POINT (19.0471039 47.4717415),,Budapest,9,1117,Bölcső utca,http://www.elektrografia.hu/,,,,,,,,,,Tu-Th 14:00-18:00,,,,,,elektrografia.art@gmail.com,+36 30 612 0235,,,,,,,,https://www.facebook.com/625387047521602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4820358494,Bartók 1 Galéria,gallery,POINT (19.0526683 47.4829729),,Budapest,1,1114,Bartók Béla út,https://artix-xigaleria2.webnode.hu/,,,,,no,,,,,We-Sa 14:00-20:00,,,,,,laszlodaniel1976@gmail.com,+36 30 921 6286,,,,no,,,,https://www.facebook.com/artixxi,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4820732430,Kiss Áron Magyar Játék Társaság,gallery,POINT (19.0516025 47.4820322),,Budapest,2/b,1114,Orlay utca,http://kamjt.homoludens.hu/,,,,,,,,,,"Tu,Th,Sa 11:00-17:00",,,,,,kamjatek@invitel.hu,+36 20 493 5412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4825193670,Hegyvidéki Kulturális Szalon,gallery,POINT (19.01717 47.492987),,Budapest,34/a,1126,Böszörményi út,https://kulturalisszalon.hu/,,,,,,,,,,,,,,,,info@kulturalisszalon.hu,+36 1 202 2509,,,,,,,,https://www.facebook.com/kulturalisszalon,,,,,,,,,,community_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4825406432,Kiskép Galéria,gallery,POINT (19.0323323 47.5020006),,Budapest,8,1014,Országház utca,http://mutermek.com/kiskep_galeria/,,,,,,,,,,Mo-Su 10:00-18:00,,,,,,kiskepgaleria@gmail.com,+36 1 201 4935,art,,,,,,,https://www.facebook.com/kiskepgaleria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4826228791,Kolosy téri Civil Ház,gallery,POINT (19.0384356 47.5283133),,Budapest,2,1036,Kolosy tér,https://kulturkozpont.hu/haz/civil-haz/,,,,,,,,,,,,,,,,kulturkozpont@kulturkozpont.hu,+36 1 240 0262,,,,,,,,https://www.facebook.com/375288259300428,,,,,,,,Óbudai Kulturális Központ,,community_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4826228792,San Marco Galéria,gallery,POINT (19.0340686 47.5413527),,Budapest,81,1032,San Marco utca,https://kulturkozpont.hu/haz/obudai-kulturalis-kozpont/,,,,,no,,,,,Mo-Fr 09:00-16:00,,,,,,kulturkozpont@kulturkozpont.hu,+36 1 388 2373,,,,,,,,https://www.facebook.com/obudaikulturaliskozpont,,,,,,,,Óbudai Kulturális Központ,,arts_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4826228793,Esernyős Galéria,gallery,POINT (19.0454016 47.5416738),,Budapest,2,1033,Fő tér,https://esernyosgaleria.hu/,,,,,,,,,,"Mo,We-Fr 10:00-18:00; Tu 10:00-21:00",,,,,,info@esernyos.hu,+36 1 229 5825;+36 30 883 1953,,,,,,,,https://www.facebook.com/esernyos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4834315884,Újpesti Polgár Centrum,gallery,POINT (19.088092 47.560737),,Budapest,66,1042,Árpád út,http://ujkk.hu/programok/polgar-centrum-ujpest-galeria/,,,,,,,,,,,,,,,,polgar@ujkk.hu,+36 1 379 3114,,,,,,,,https://www.facebook.com/ujkk.hu,,,,,,,,,,community_centre,,,,,,,,,,,,,,,,,,,,,,,,Újpest Galéria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4834315885,Újpesti Ifjúsági Ház,gallery,POINT (19.0908057 47.562551),,Budapest,17-19,1042,István út,http://ujkk.hu/programok/ifjusagi-haz-uj-galeria/,,,,,,,,,,,,,,,,ujkk@ujkk.hu,+36 1 231 7070,,,,,,,,https://www.facebook.com/ujkk.hu,,,,,,,,,,community_centre,,,,,,,,,,,,,,,,,,,,,,,,Új Galéria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4834533958,Bethlen Galéria,gallery,POINT (19.0796853 47.5041025),,Budapest,3,1071,Bethlen Gábor tér,http://www.bethlenszinhaz.hu/bethlen-galeria/,,,,,,,,,,Mo-Fr 11:00-17:00,,,,,,info@bethlenszinhaz.hu,+36 1 342 7163,,,,,,,,https://www.facebook.com/BethlenCafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4834614288,Ferencvárosi Pincegaléria,gallery,POINT (19.0696465 47.4809486),,Budapest,5,1095,Mester utca,http://www.fmkportal.hu/index.php?name=pincegaleria_fooldal,,,,,,,,,,Mo-Sa 10:00-18:00,,,,,,pincegaleria@fmkportal.hu,+36 1 216 6083,,,,,,,,https://www.facebook.com/fmkportal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4834669404,Kőrösi Galéria,gallery,POINT (19.1334233 47.4857825),,Budapest,7-14,1105,Szent László tér,http://www.korosi.org/,,,,,no,,,,,Tu-Fr 14:00-19:00; Sa 09:00-13:00,,,,,,korosi@korosi.org,+36 1 260 9959,,,,,,,,https://www.facebook.com/korosikobanya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4834740143,Újlipótvárosi Klub-Galéria,gallery,POINT (19.05174 47.5154997),,Budapest,20/b,1136,Tátra utca,https://www.kult13.hu/intezmenyeink/ujlipotvarosi-klub-galeria.html,,,,,,,,,,Mo-Fr 14:00-19:00,,,,,,klubgaleria@kult13.hu,+36 1 320 5380,,,,,,,,https://www.facebook.com/ujlipotvarosiklubgaleria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4834771022,2B Galéria,gallery,POINT (19.0656137 47.483732),,Budapest,47,1092,Ráday utca,http://2b-org.hu/,,,,,,,,,,Tu-Th 12:00-16:00; Fr 14:00-18:00,,,,,,2bgaleria@gmail.com,+36 20 993 9361,,,,,,,,https://www.facebook.com/2bgaleria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4835238588,Lipták Galéria,gallery,POINT (19.0971277 47.5111024),,Budapest,3,1146,Hermina út,http://www.liptakvilla.hu/?content=sm&smid=30,,,,,,,,,,"Tu,Fr 11:00-15:00; We,Th 12:00-15:00",,,,,,info.liptakvilla@cserepeskft.hu,+36 1 220 6777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4838292800,Stefánia Galéria,gallery,POINT (19.0932363 47.5090048),,Budapest,34-36,1143,Stefánia út,http://www.bphkk.hu/stefania_palota-hkk,,,,,,,,,,Mo-Sa 13:00-18:00,,,,,,,+36 1 383 4958,,,,,,,,https://www.facebook.com/honvedkulturaliskozpont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4838382885,Osztrák Kulturális Fórum,gallery,POINT (19.0731278 47.5102938),,Budapest,16,1068,Benczúr utca,https://www.bmeia.gv.at/hu/kf-budapest,,,,,,,,,,Mo-Fr 09:00-16:00,,,,,,budapest-kf@bmeia.gv.at,+36 1 413 3590,,,,,,,,https://www.facebook.com/osztrakkulturalisforum,,,,,,,,,,,+36 1 351 1772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4892910033,Rácz Gábor műterem és galéria,gallery,POINT (19.0288123 47.5547274),,Budapest,1,1037,Sereg utca,http://www.gaborracz.com,,,,,,,,,,Mo-Sa 09:00-18:00,,,,,,gabor@gaborracz.com,+36 70 340-4370,art,,,,,,,,,,,,,,,Gábor Rácz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,enamelling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5964482297,BRFK gallery,gallery,POINT (19.0735725 47.4935768),,Budapest,20,1084,Víg utca,,,,,,,,,,,,,,,,,,,,,,yes,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://facebook.com/brfkgallery/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6465690816,Saxon art gallery,gallery,POINT (19.0670179 47.5100684),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6712029165,Tér Galéria,gallery,POINT (19.039751 47.4759085),,Budapest,4,1113,Kosztolányi Dezső tér,,,,,,,,,,,,,,,,,,,,+36 30 240 6909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/tergaleria/,,,,,,,,,keszykriszti@icloud.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7001756739,Kirakat geléria,gallery,POINT (19.0450529 47.4771858),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9077644810,"Galéria, Művészeti képek",gallery,POINT (19.0343539 47.5001277),,,,,,,,,,,,,,,,,,,,,,,,,,,limited,1 nagy lépcső,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Festmények, képek",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9180668379,Nemzeti Portrétár Galéria,gallery,POINT (19.0516206 47.4806356),,,,,,,,,,,,,,,,,,,,,,,,,+36 20 579 0603,,,,,,,,,,,,,,Nemzeti Portrétár Alapítvány,,,,,,,,,,,,,,,,,,,,http://npg.hu/,,,,,,,,nemzetiportretargaleria@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9385685521,Katona Áron Sándor Képtár,gallery,POINT (19.1240763 47.4545477),,Budapest,17,1192,Thököly utca,https://kmo.hu/intezmenyek/kas-keptar,,,,,,,,,,"We,Fr 15:00-18:00; Tu,Th ""Csoportos bejelentkezés telefonon""",2019-08-28,,,,,,+36 1 2829826,,,,,,,,,,,,,,,,kmo,,,,,,,,,,,,,,KÁS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10014380774,Light Art Museum,gallery,POINT (19.0528129 47.5048147),,Budapest,13,1054,Hold utca,,,,,,yes,,,,,Mo-Su 10:00-20:00,,,,,,,,,+36 70 575 3999,,,,,,,,,,,,,,Intersputnik Kft.,,,,,,,,,,,,,,,,,,,109199835209954,https://lam.xyz/,,,,,,LAM Budapest,,info@lam.xyz,,,/g/11s5tspf_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10016648706,Létminimum Bázis,gallery,POINT (19.0494445 47.5081683),,Budapest,18,1055,Honvéd utca,,,,,,,,,,,,,,,,,,,,+36 30 747 8726,,,,,,,,,,,,,,Permanens Vakáció Kft.,,,,,,,,,,,,,,,,,,,104608471938585,,,,,,,,80,,,,/g/11pcrvd0wt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10064285881,Szirka Képzőművészeti Bemutatóterem,gallery,POINT (19.0568059 47.4942421),,Budapest,7,1052,Vármegye utca,,,,,,,,,,,Tu-Fr 14:00-18:00,,,,,,,,,+36 30 750 8700,,,,,,,,,,,,,,Szirka-Art Képzőművészeti Bemutatóterem Kft.,,,,,,,,,,,,,,,,,,,100037609723918,https://szikrabudapest.hu/,,,,,,,,szikra@szikrabudapest.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10066700419,Józsa Judit Galéria,gallery,POINT (19.0564545 47.4937742),,Budapest,1,1052,Városház utca,,,,,,no,,,,,"Mo,Tu,Th 14:00-18:00; We 10:00-18:00; Fr 10:00-14:00",,,,,,,,,+36 1 951 7334,,,,,,,,,,,,,,Józsa Judit,,,,,,,,,,,,,,,,,,,100032893310990,http://jozsajudit.hu/,,,,,,,,jozsajudit@jozsajudit.hu,,,/g/11b777kfyc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10075686970,Abigail Galéria,gallery,POINT (19.0516267 47.4937453),,Budapest,4,1052,Piarista utca,,,,,,,,,,,Mo-Fr 11:00-18:00; Sa 10:00-14:00,,,,,,,,,+36 30 933 7503,,,,,,,,,,,,,,Hajdu Top Kft.,,,,,,,,,,,,,,,,,,,100063508784434,https://www.abigail.hu/,,,,,,,,galeria@abigail.hu,,,/g/1tjymhb3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10085976248,Gallery Privé,gallery,POINT (19.0530913 47.4906462),,Budapest,5,1056,Molnár utca,,,,,,,,,,,"Tu,We,Fr 13:00-19:00; Th,Sa 14:00-19:00",,,,,,,,,+36 70 881 6354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100076240387184,,,,,,,,,hkcarbon@me.com,,,/g/11rj065r9w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10219848265,86 Galéria,gallery,POINT (18.9075198 47.6198701),,Pilisvörösvár,86,2085,Fő utca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://86galeria.hu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10694805512,Zsazsa Galéria,gallery,POINT (19.0492276 47.5132717),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,25291140,Epreskert,gallery,"POLYGON ((19.0696078 47.5134003, 19.0705174 47.5138708, 19.0711955 47.5142216, 19.0714197 47.5140463, 19.0720174 47.5135791, 19.0704949 47.5127295, 19.0704769 47.5127197, 19.0696078 47.5134003))",,Budapest,26-28,1063,Kmety György utca,http://mke.hu/,Q5383928,hu:Epreskert,,"[4817671516, 4880746444, 4817671514, 4880746449, 4817671515, 4880746483, 4817671517, 4817671516]",,,,,,Mo-Fr 10:00-18:00; Sa 10:00-13:00,,,,,,info@mke.hu,+36 1 353 0366,,,,,,,,,,,,,,,,Magyar Képzőművészeti Egyetem,fence,university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,31829733,Gazdagréti Közösségi Ház,gallery,"POLYGON ((19.0000873 47.4680956, 19.0002779 47.4679928, 19.0003298 47.4680367, 19.0003795 47.4680099, 19.0004365 47.4680582, 19.0004132 47.4680708, 19.0003839 47.4680866, 19.0004603 47.4681512, 19.0002699 47.4682539, 19.0001956 47.468191, 19.0001462 47.4682176, 19.0000911 47.468171, 19.0001432 47.4681429, 19.0001257 47.4681281, 19.0000873 47.4680956))",,Budapest,9,1118,Törökugrató utca,https://www.ujbuda.hu/tags/gazdagreti-kozossegi-haz,,,,"[356411235, 356411237, 5308464701, 5308464700, 5308464699, 5308464677, 5308464698, 356411242, 5308464696, 356411247, 356411252, 5308464697, 356411257, 6711921830, 356411235]",,,,,,Mo-Fr 09:00-18:00,,,,yes,,gkh@ujbuda.hu,+36 1 246 5253,,,,,,,,https://www.facebook.com/1213631488686876,,,,,,,,,,community_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Budapest XI. kerület ortofotó 2017,,,,,,,,,,,,,,,,,,,,,,,,,,
way,104392307,Őrmezei Közösségi Ház,gallery,"POLYGON ((19.0163296 47.4633392, 19.0164698 47.4633447, 19.0164602 47.4634574, 19.0164799 47.4634585, 19.0164912 47.4634593, 19.0165204 47.4634599, 19.0165344 47.4634689, 19.0165341 47.4634852, 19.0165267 47.4634974, 19.0165103 47.4635017, 19.0165032 47.4636039, 19.0164976 47.4636853, 19.0163005 47.4636776, 19.0163296 47.4633392))",,Budapest,8,1112,Cirmos utca,https://www.ujbuda.hu/tags/ormezei-kozossegi-haz,,,,"[1204387742, 1204387698, 1204387694, 4741394695, 4741394696, 1204387692, 4741394699, 4741394698, 4741394697, 4741394700, 8436847382, 1204387693, 1204387695, 1204387742]",,,,,,Mo-Fr 10:00-19:00,,,,yes,,okh@ujbuda.hu,+36 1 309 0007,,,,,,,,https://www.facebook.com/ormezei,,,,,,,,,,community_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,123055068,Angyalföldi József Attila Művelődési Központ,gallery,"POLYGON ((19.0838867 47.5465741, 19.0835999 47.5459817, 19.0837995 47.5459377, 19.0838457 47.546033, 19.0840611 47.5459854, 19.0840689 47.5459956, 19.0841111 47.5460828, 19.0841473 47.5461576, 19.0841898 47.5462453, 19.0842275 47.5463231, 19.0842618 47.5463926, 19.0841151 47.5464249, 19.0841583 47.5465141, 19.0838867 47.5465741))",Bing,Budapest,4,1131,József Attila tér,https://www.kult13.hu/,,,,"[1373422961, 1373422986, 1373422971, 1373422924, 1373422926, 2737373308, 2737373315, 2737373323, 2737373331, 2737373335, 1373422957, 1373422945, 1373422975, 1373422961]",,,,,,Mo-Fr 08:00-20:00,,,,yes,,kult13@kult13.hu,+36 1 320 3842,,,,yes,,,,https://www.facebook.com/kult13,,,,,,,,,,community_centre,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,124694879,Angyalföldi Gyermek- és Ifjúsági Ház,gallery,"POLYGON ((19.0624561 47.5382534, 19.0623592 47.5380193, 19.0626506 47.5379644, 19.0626995 47.5380825, 19.0628729 47.5380498, 19.0629209 47.5381657, 19.0624561 47.5382534))",Bing,Budapest,15/A,1138,Dagály utca,https://www.kult13.hu/intezmenyeink/angyalfoldi-gyermek-es-ifjusagi-haz.html,,,,"[1387092283, 1387092392, 1387092347, 1387092335, 1387092294, 1387092282, 1387092283]",,,,,,"Mo-Th 09:00-22:00, Fr 09:00-20:00",,,,yes,,gyerekhaz@kult13.hu,+36 1 330 5357,,,,,,,,,,,,,,,,,,community_centre,,board_games,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,139794534,Radnóti Miklós Művelődési Központ,gallery,"POLYGON ((19.0576424 47.5232766, 19.057512 47.523026, 19.0571696 47.5223909, 19.0554486 47.5227957, 19.0557239 47.5233403, 19.0559039 47.5236893, 19.0576424 47.5232766))",,Budapest,23,1133,Kárpát utca,https://www.kult13.hu/intezmenyeink/ram-radnoti-miklos-muvelodes-kozpont.html,Q1244979,hu:Radnóti Miklós Művelődési Központ (Újlipótváros),,"[1531945149, 1531945138, 1531945133, 1531945136, 1679745312, 1531945154, 1531945149]",,,,,,09:00-21:00,,,,,,ram@kult13.hu,+36 1 398 6210,,,,yes,,,,https://www.facebook.com/282266068470042,,,,,,,,,fence,community_centre,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,144657695,Olasz Kultúrintézet,gallery,"POLYGON ((19.0623686 47.4926763, 19.0625156 47.4922836, 19.0624476 47.4922719, 19.062521 47.4920876, 19.0627734 47.4921384, 19.0628887 47.4921616, 19.0630396 47.4921919, 19.0629785 47.4923563, 19.0629326 47.4923485, 19.0627834 47.4927471, 19.0623686 47.4926763))",,Budapest,8,1088,Bródy Sándor utca,http://www.iicbudapest.esteri.it/,,,,"[1581790167, 1581790025, 1581790018, 1581789968, 2980970676, 3474587693, 1581789989, 1581790056, 1581790052, 1581790189, 1581790167]",,,,,,Mo-Th 10:00-18:00; Fr 10:00-15:00,,,,public,,info.iicbudapest@esteri.it,+36 1 483 2040,,,,no,,,,https://www.facebook.com/IICBUDAPEST,,,,,Istituto italiano di cultura,,,,,community_centre,+36 1 317 6653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Istituto Italiano di Cultura,Képviselőház,,,,,,,,,,,,,,,,,,,,,,,
way,172966675,A38 Kiállítótér,gallery,"POLYGON ((19.0631689 47.4763862, 19.0633033 47.47643, 19.063116 47.4766924, 19.0630919 47.4767262, 19.0630365 47.4768037, 19.0629022 47.4767599, 19.0629574 47.4766826, 19.0631689 47.4763862))",,Budapest,,1117,Henryk Sławik rakpart,https://www.a38.hu/hu/kiallitoter,,,,"[1837957128, 3988497286, 1837957062, 3988497287, 3988497288, 1837957141, 1837957137, 1837957128]",yes,,,,,Mo-Su 08:00-22:00,,,,yes,,info@a38.hu,+36 1 464 3940,,,,yes,,,,https://www.facebook.com/a38.hajo,,,,,,,,Zászlóshajó Kft.,,,,cinema,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
